run,lr,seed,epoch,basis,test_acc,test_nll,test_margin,k
final_lr020_seed1,0.2,1,0,self,0.1450980392156863,2.244789653241337,-0.27058535601457445,1
final_lr020_seed1,0.2,1,0,self,0.16176470588235295,2.2075868137580787,-0.39159755491889703,2
final_lr020_seed1,0.2,1,0,self,0.25392156862745097,2.0117235083906975,-0.4429467155944969,4
final_lr020_seed1,0.2,1,0,self,0.296078431372549,1.9383087962670333,-0.45814837419184873,8
final_lr020_seed1,0.2,1,0,self,0.32745098039215687,1.8640432758637857,-0.4630129237860645,16
final_lr020_seed1,0.2,1,0,self,0.3573529411764706,1.7842795738842319,-0.44425095837901135,32
final_lr020_seed1,0.2,1,0,self,0.36617647058823527,1.7649482934507967,-0.43444629815120556,39
final_lr020_seed1,0.2,1,0,self,0.36764705882352944,1.7402678760723844,-0.4169197685785843,52
final_lr020_seed1,0.2,1,0,self,0.38088235294117645,1.7276344516730808,-0.41240572325494546,64
final_lr020_seed1,0.2,1,0,self,0.38872549019607844,1.6808631541656471,-0.4004967250061821,128
final_lr020_seed1,0.2,1,0,self,0.40147058823529413,1.685789921332486,-0.43618740565506064,256
final_lr020_seed1,0.2,1,0,self,0.3799019607843137,1.8614327280438234,-0.6386950857087276,512
final_lr020_seed1,0.2,1,0,final,0.13676470588235295,2.2452235410381554,-0.26290628861292015,1
final_lr020_seed1,0.2,1,0,final,0.1411764705882353,2.2436187987993783,-0.35138475178990897,2
final_lr020_seed1,0.2,1,0,final,0.18480392156862746,2.1488209429965153,-0.4629566334348138,4
final_lr020_seed1,0.2,1,0,final,0.22794117647058823,2.079520304270574,-0.5084911219449552,8
final_lr020_seed1,0.2,1,0,final,0.26372549019607844,2.0195769747808745,-0.5244718171877616,16
final_lr020_seed1,0.2,1,0,final,0.3014705882352941,1.9385822032882087,-0.5115517268200285,32
final_lr020_seed1,0.2,1,0,final,0.3034313725490196,1.9254485598006523,-0.5163726694881069,39
final_lr020_seed1,0.2,1,0,final,0.3215686274509804,1.8694793593892967,-0.499658596725178,52
final_lr020_seed1,0.2,1,0,final,0.3333333333333333,1.8316864065262404,-0.48208442153977465,64
final_lr020_seed1,0.2,1,0,final,0.375,1.7524744424143466,-0.46245873891716544,128
final_lr020_seed1,0.2,1,0,final,0.3799019607843137,1.7078658951069612,-0.4571588552196421,256
final_lr020_seed1,0.2,1,0,final,0.3843137254901961,1.7937880733637284,-0.566337095305798,512
final_lr020_seed1,0.2,1,2,self,0.24166666666666667,1.9269049540292407,-0.35204447280002504,1
final_lr020_seed1,0.2,1,2,self,0.34215686274509804,1.6517024533741957,-0.36353335617383553,2
final_lr020_seed1,0.2,1,2,self,0.4681372549019608,1.4273330747511526,-0.20984847988023655,4
