run,lr,seed,epoch,basis,test_acc,test_nll,test_margin,k
final_lr020_seed2,0.2,2,0,self,0.13137254901960785,2.229520570611844,-0.27010399115032285,1
final_lr020_seed2,0.2,2,0,self,0.18088235294117647,2.16103459101886,-0.4209592195798628,2
final_lr020_seed2,0.2,2,0,self,0.24705882352941178,2.077338895454207,-0.4736862406121536,4
final_lr020_seed2,0.2,2,0,self,0.29705882352941176,1.9717008919595775,-0.49876158517793295,8
final_lr020_seed2,0.2,2,0,self,0.33725490196078434,1.8860084130267623,-0.4759813345982532,16
final_lr020_seed2,0.2,2,0,self,0.35049019607843135,1.8089697736898058,-0.4529307906173921,32
final_lr020_seed2,0.2,2,0,self,0.35637254901960785,1.7921370485667039,-0.44425138015653626,39
final_lr020_seed2,0.2,2,0,self,0.36127450980392156,1.7660132031439522,-0.4317852421543471,52
final_lr020_seed2,0.2,2,0,self,0.36911764705882355,1.7561671004602253,-0.43622645990182685,64
final_lr020_seed2,0.2,2,0,self,0.38333333333333336,1.705033271213471,-0.41527790821438265,128
final_lr020_seed2,0.2,2,0,self,0.3803921568627451,1.7035256641868242,-0.4609566835772748,256
final_lr020_seed2,0.2,2,0,self,0.3813725490196078,1.8392862226720255,-0.6382007141101615,512
final_lr020_seed2,0.2,2,0,final,0.15098039215686274,2.2210005493589975,-0.2817371556788822,1
final_lr020_seed2,0.2,2,0,final,0.16911764705882354,2.202382213543437,-0.36440561604485044,2
final_lr020_seed2,0.2,2,0,final,0.1965686274509804,2.1683667922313887,-0.4262936570072869,4
final_lr020_seed2,0.2,2,0,final,0.23872549019607844,2.078572466554731,-0.4860754291701156,8
final_lr020_seed2,0.2,2,0,final,0.27009803921568626,2.031003744533632,-0.5111603630281893,16
final_lr020_seed2,0.2,2,0,final,0.2980392156862745,1.9530414067896675,-0.517050573432915,32
final_lr020_seed2,0.2,2,0,final,0.32598039215686275,1.9215467272235778,-0.5150006364224244,39
final_lr020_seed2,0.2,2,0,final,0.32009803921568625,1.882463607906451,-0.4962697044976738,52
final_lr020_seed2,0.2,2,0,final,0.325,1.866500740499311,-0.4957558962560526,64
final_lr020_seed2,0.2,2,0,final,0.36519607843137253,1.7875126109270116,-0.4705635064043256,128
final_lr020_seed2,0.2,2,0,final,0.3941176470588235,1.7353237949910547,-0.4707460785090975,256
final_lr020_seed2,0.2,2,0,final,0.38235294117647056,1.777525346880124,-0.5615487130169837,512
final_lr020_seed2,0.2,2,2,self,0.2568627450980392,1.8929045563366624,-0.31939252053243095,1
final_lr020_seed2,0.2,2,2,self,0.33872549019607845,1.7469081658676977,-0.3598770052771092,2
final_lr020_seed2,0.2,2,2,self,0.3985294117647059,1.578164723626597,-0.2944667178642638,4
final_lr020_seed2,0.2,2,2,self,0.43186274509803924,1.516142644637155,-0.22646175170501015,8
final_lr020_seed2,0.2,2,2,self,0.4553921568627451,1.4799383213347972,-0.16728517628847842,16
final_lr020_seed2,0.2,2,2,self,0.46225490196078434,1.4685933431666707,-0.16814481429484918,32
