run,lr,seed,epoch,cka_biased_tofinal,cka_debiased_tofinal,svcca_tofinal,cka_biased_tofinal_heldout,svcca_tofinal_heldout,cka_biased_consec,cka_debiased_consec
final_lr005_seed3,0.05,3,0,0.06370148181101162,0.06224743555325429,0.36134219674290885,0.055403878302228544,0.3636269850264588,,
final_lr005_seed3,0.05,3,1,0.4668836643148167,0.4691254483815882,0.5476788273341247,0.47214084730710704,0.5389709723047925,0.14092688121248342,0.14090308866098983
final_lr005_seed3,0.05,3,2,0.52030787429629,0.5196181310749197,0.5968109446378722,0.5189160680199525,0.5915926639198803,0.7344273383172696,0.7339324903632461
final_lr005_seed3,0.05,3,3,0.5654312623269357,0.5651760327391381,0.640165408183007,0.5638438431066125,0.6315721994008798,0.7934876388660292,0.7922406937232883
final_lr005_seed3,0.05,3,4,0.6426370850677855,0.6417353092636335,0.6633776885327184,0.645260866755332,0.6587295462098766,0.8379893502645835,0.838394468007182
final_lr005_seed3,0.05,3,5,0.6275962923392594,0.6266565094453516,0.6635424062332159,0.6275180013622799,0.6544617215896654,0.8571160832401169,0.8566985299776612
final_lr005_seed3,0.05,3,6,0.6672285375203537,0.6664308456166469,0.6811484998745048,0.6675294457690689,0.6725937438201166,0.8533939930859001,0.8529463257792277
final_lr005_seed3,0.05,3,7,0.6856318132453001,0.6848727087187622,0.6858965333482278,0.680420892161445,0.6765494993438903,0.9017456717909581,0.9014908095927534
final_lr005_seed3,0.05,3,8,0.6634953253294057,0.6627565333859394,0.685950752634164,0.6683679497355767,0.6865440256262826,0.8838142321962912,0.8835207539084278
final_lr005_seed3,0.05,3,9,0.6959984209106396,0.6952634411100572,0.6916570966283976,0.696398085924884,0.6921907730892325,0.8939588252997693,0.8936843721336553
final_lr005_seed3,0.05,3,10,0.7144909935006818,0.7138181096461362,0.6994940949582107,0.7166152680421196,0.6940455477990722,0.8784359397920061,0.8780674781387554
final_lr005_seed3,0.05,3,11,0.6699713528961255,0.6692230704133322,0.6957320862344063,0.6746949085868649,0.6894647057653113,0.8410019816581177,0.840497914791466
final_lr005_seed3,0.05,3,12,0.7298118858866588,0.7291412156886008,0.6972696321456381,0.737205763380502,0.6985972555765811,0.8169335270605362,0.8165282781179821
final_lr005_seed3,0.05,3,13,0.7294195340387191,0.7287466600127961,0.6975325337015049,0.7314758978263192,0.697017910285067,0.8534100735188604,0.8530681884936707
final_lr005_seed3,0.05,3,14,0.7185761414129429,0.7178440958423333,0.6979986274737492,0.7238453550098971,0.6952449027156741,0.8444860276166258,0.8440879788875284
final_lr005_seed3,0.05,3,15,0.7055384929574582,0.7047673672119005,0.6942630293595122,0.7085216551248663,0.6939331666180745,0.8703756406765241,0.8700582404554597
final_lr005_seed3,0.05,3,16,0.7484794706972724,0.7477918479429345,0.7072701033623138,0.7466648262370708,0.6972001458204222,0.8178473621871859,0.8173185232344281
final_lr005_seed3,0.05,3,17,0.7498345470651339,0.7492425092544454,0.7109528504289997,0.751185451582268,0.7100172149070891,0.8494193851270693,0.8490124013179599
final_lr005_seed3,0.05,3,18,0.7352523851755535,0.7345906742520827,0.6913414140580199,0.7389963532948298,0.6859539715168601,0.8233046848717845,0.822898869777555
final_lr005_seed3,0.05,3,19,0.75836905850999,0.757732879428422,0.7004388601277818,0.7576805354706371,0.68784933009857,0.8198862989733088,0.819432629350593
final_lr005_seed3,0.05,3,20,0.7507909803003001,0.7501713844315303,0.7023007421489236,0.7494670549081383,0.6936281676131474,0.8655630228303438,0.8651932725498108
final_lr005_seed3,0.05,3,22,0.753721803685847,0.7531595404411054,0.6995074467754818,0.7562158710348861,0.6872266302685743,0.8309659936382379,0.830523686492124
final_lr005_seed3,0.05,3,24,0.7888781170836876,0.7883688018297542,0.7046695711548194,0.7882382270769899,0.6987962470047803,0.8553710970230475,0.854971563788123
final_lr005_seed3,0.05,3,26,0.7800624620721132,0.7794506169468631,0.6945124577344779,0.782529363503872,0.6907015632213062,0.8721920631426051,0.8718509441556342
final_lr005_seed3,0.05,3,28,0.7706436379512914,0.7701141247822996,0.7000088604156871,0.7768832846955991,0.6931647874871892,0.8266006876198361,0.826105849911755
final_lr005_seed3,0.05,3,30,0.777510232903777,0.7770087242008855,0.7059090985779259,0.7763567159835393,0.693128842014191,0.8420639906020971,0.841654069404782
final_lr005_seed3,0.05,3,35,0.7690134853488807,0.7683657199388906,0.6962180699863721,0.7752985055092299,0.6946409398128954,0.8422118423587918,0.8418437836932514
final_lr005_seed3,0.05,3,40,0.7824569988223541,0.781932630893572,0.7070486548529752,0.7831403653608785,0.6941720633887348,0.8122805433661693,0.8117377848002116
final_lr005_seed3,0.05,3,45,0.8001923166254324,0.7996573607345161,0.7078063462649067,0.7942205663514057,0.6977911346268064,0.8057587282274804,0.8051860737134202
final_lr005_seed3,0.05,3,50,0.8029686252480273,0.8024353577040574,0.7111799914159066,0.8015444195255961,0.7058019217029672,0.8455762423767264,0.8451373130405488
final_lr005_seed3,0.05,3,60,0.7884861845520345,0.787893006799493,0.6939623997600919,0.7916568709662591,0.6857967874734424,0.7939455714412421,0.7933529197446498
final_lr005_seed3,0.05,3,70,0.8329498542027237,0.8324640592141114,0.7243260610581128,0.833666853643219,0.7174399291207113,0.8050732326837979,0.8044470979833624
final_lr005_seed3,0.05,3,80,0.8509803583686684,0.8505684262492367,0.7375129528128864,0.850965377144927,0.7266089623815529,0.8669876339808426,0.8665646975219932
